"STATION","NAME","DATE","TAVG","TMAX","TMIN"
"USC00200230","ANN ARBOR U OF MICH, MI US","1992-07","68.5","77.1","60.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1992-08","66.5","76.4","56.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1992-09","61.8","71.6","52.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1992-10","49.8","59.7","39.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1992-11","38.4","43.3","33.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1992-12","31.6","36.8","26.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1993-01","27.7","33.7","21.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1993-02","24.0","32.1","15.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1993-03","33.3","40.8","25.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1993-04","46.7","56.8","36.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1993-05","59.8","71.6","47.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1993-06","66.2","75.9","56.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1993-07","73.5","83.0","64.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1993-08","72.4","82.2","62.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1993-09","58.7","67.0","50.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1993-10","49.7","60.0","39.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1993-11","38.7","46.2","31.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1993-12","28.5","34.4","22.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1994-01","16.5","24.5","8.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1994-02","22.8","32.0","13.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1994-03","36.0","45.7","26.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1994-04","50.5","62.0","38.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1994-05","57.5","69.9","45.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1994-06","70.0","81.8","58.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1994-07","72.3","82.3","62.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1994-08","68.3","78.4","58.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1994-09","64.8","75.9","53.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1994-10","53.1","63.1","43.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1994-11","44.2","52.4","36.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1994-12","33.9","40.0","27.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1995-01","26.9","32.6","21.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1995-02","24.2","32.2","16.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1995-03","38.0","48.7","27.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1995-04","44.8","55.0","34.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1995-05","59.3","69.9","48.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1995-06","70.5","82.0","59.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1995-07","73.8","84.3","63.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1995-08","76.2","85.3","67.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1995-09","61.7","73.5","49.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1995-10","54.2","63.9","44.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1995-11","33.2","40.9","25.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1995-12","24.7","30.9","18.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1996-01","23.7","31.7","15.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1996-02","25.7","34.1","17.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1996-03","30.2","40.2","20.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1996-04","44.8","55.9","33.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1996-05","56.7","66.9","46.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1996-06","70.1","79.4","60.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1996-07","69.9","81.2","58.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1996-08","72.4","83.7","61.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1996-09","63.3","72.6","54.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1996-10","51.8","61.8","41.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1996-11","33.5","40.2","26.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1996-12","30.2","35.1","25.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1997-01","22.2","30.3","14.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1997-02","30.3","37.2","23.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1997-03","37.4","46.4","28.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1997-04","46.0","56.8","35.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1997-05","51.7","62.3","41.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1997-06","68.7","78.8","58.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1997-07","71.6","82.3","60.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1997-08","67.4","76.2","58.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1997-09","62.6","72.0","53.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","1997-10","51.5","61.1","42.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1997-11","36.6","42.0","31.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1997-12","31.1","35.5","26.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1998-01","31.7","36.8","26.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","1998-02","35.7","42.8","28.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1998-03","38.2","45.5","30.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1998-04","50.3","61.4","39.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1998-05","65.5","77.0","53.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1998-06","68.8","79.8","57.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","1998-07","73.2","84.8","61.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1998-08","72.9","83.2","62.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1998-09","68.2","80.0","56.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","1998-10","54.3","64.3","44.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1998-11","43.6","51.0","36.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1998-12","35.5","43.6","27.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1999-01","22.7","30.4","14.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","1999-02","31.9","39.8","24.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1999-03","34.1","43.9","24.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1999-04","51.0","62.0","40.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1999-05","62.6","74.8","50.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","1999-06","70.2","80.8","59.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1999-07","76.1","86.5","65.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1999-08","69.3","79.6","59.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","1999-09","66.0","79.4","52.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","1999-10","51.5","62.0","41.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","1999-11","45.1","54.9","35.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","1999-12","31.2","37.6","24.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2000-01","24.2","32.2","16.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2000-02","32.4","40.3","24.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2000-03","43.3","53.6","33.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2000-04","48.3","59.2","37.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2000-05","61.7","72.5","51.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2000-06","68.6","78.7","58.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2000-07","69.1","78.5","59.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2000-08","70.2","80.2","60.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2000-09","62.9","73.4","52.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2000-10",,,"44.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","2000-11","39.4","45.7","33.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2000-12","18.7","25.5","11.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-01","26.1","32.0","20.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-02","29.0","35.8","22.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-03","34.1","42.8","25.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-04","51.0","62.3","39.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-05","61.1","71.5","50.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-06","68.5","78.5","58.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-07","72.9","84.7","61.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-08","73.3","83.7","63.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-09","61.7","72.0","51.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-10","52.3","61.7","42.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-11","47.5","56.0","38.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2001-12","35.0","40.7","29.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2002-01","32.4","39.3","25.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","2002-02","32.6","41.0","24.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2002-03","34.5","43.8","25.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2002-04","49.4","59.4","39.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","2002-05","55.1","66.4","43.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2002-06","71.0","82.8","59.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2002-07","76.1","88.1","64.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2002-08","72.6","83.2","61.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2002-09","68.5","80.8","56.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2002-10","50.1","59.4","40.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2002-11","38.5","45.0","31.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2002-12","28.6","34.9","22.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2003-01","20.2","26.5","13.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2003-02","23.0","31.4","14.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2003-03","36.3","47.6","24.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2003-04","48.4","60.5","36.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2003-05","56.9","67.5","46.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2003-06","66.5","77.5","55.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2003-07","71.8","82.6","61.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2003-08","72.2","82.5","61.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2003-09","62.6","72.6","52.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2003-10","50.9","60.9","40.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2003-11","43.8","52.4","35.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2003-12","32.0","38.0","26.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2004-01","19.0","26.3","11.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2004-02","27.9","36.2","19.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2004-03","40.3","48.1","32.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2004-04","51.0","63.1","38.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2004-05","61.7","72.9","50.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2004-06","67.0","77.6","56.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2004-07","71.2","81.4","61.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2004-08","68.0","77.8","58.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2004-09","67.4","79.1","55.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2004-10","53.3","62.2","44.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2004-11","42.2","49.4","35.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2004-12","28.7","35.3","22.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2005-01","23.7","31.4","16.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2005-02","28.7","35.9","21.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","2005-03","33.2","42.2","24.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2005-04","51.3","63.1","39.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","2005-05","56.4","67.6","45.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2005-06","73.5","84.6","62.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","2005-07","74.4","85.1","63.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2005-08","74.4","84.6","64.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2005-09","68.0","79.5","56.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","2005-10","54.0","63.5","44.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2005-11","42.7","51.5","33.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2005-12","25.5","30.0","21.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-01","34.9","40.5","29.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-02","29.4","37.2","21.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-03","37.6","46.9","28.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-04","52.3","64.2","40.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-05","59.9","70.5","49.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-06","68.1","78.9","57.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-07","74.6","84.7","64.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-08","72.4","82.1","62.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-09","61.6","70.5","52.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-10","49.4","58.5","40.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-11","42.1","49.5","34.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2006-12","36.4","42.3","30.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-01","29.1","35.0","23.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-02","19.6","26.7","12.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-03","41.1","50.8","31.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-04","47.2","57.5","36.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-05","62.8","75.9","49.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-06","70.8","82.6","58.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-07","71.1","82.5","59.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-08","73.1","82.8","63.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-09","66.3","78.2","54.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-10","59.0","68.7","49.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-11","38.9","46.0","31.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2007-12","28.2","33.5","23.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2008-01","28.0","34.7","21.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2008-02","24.3","31.3","17.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2008-03","33.6","41.8","25.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2008-04","51.7","63.6","39.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2008-05","57.0","68.6","45.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2008-06","69.9","80.3","59.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","2008-07","72.6","83.1","62.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2008-08","71.2","82.9","59.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2008-09","65.5","76.1","54.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2008-10","50.3","60.1","40.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","2008-11","38.5","45.3","31.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2008-12","26.1","33.4","18.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2009-01","17.9","24.9","10.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2009-02","28.5","37.1","19.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2009-03","38.2","48.6","27.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2009-04","49.6","60.6","38.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2009-05","59.3","70.6","47.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2009-06","67.3","77.8","56.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2009-07","67.8","77.8","57.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2009-08","70.1","80.1","60.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2009-09","64.7","74.7","54.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2009-10","49.3","57.6","41.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2009-11","44.7","52.2","37.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2009-12","28.5","34.2","22.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2010-01","24.6","30.3","18.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2010-02","27.4","32.9","21.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2010-03","42.0","52.8","31.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2010-04","54.3","66.9","41.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2010-05","61.9","72.2","51.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2010-06","70.5","80.4","60.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2010-07","75.3","85.7","64.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2010-08","74.3","84.2","64.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2010-09","64.2","74.1","54.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2010-10","55.0","66.2","43.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2010-11","41.4","50.9","31.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2010-12","25.2","30.5","20.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2011-01","21.5","27.6","15.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","2011-02","25.8","33.3","18.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2011-03","34.6","43.3","25.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2011-04","47.6","57.1","38.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2011-05","60.6","70.8","50.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2011-06","70.2","81.2","59.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2011-07","78.6","90.2","67.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2011-08","71.7","82.0","61.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","2011-09","63.3","71.9","54.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2011-10","53.2","62.5","43.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2011-11","44.8","52.9","36.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2011-12","34.1","40.3","28.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2012-01","30.2","37.1","23.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2012-02","32.8","39.3","26.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2012-03","50.7","61.3","40.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2012-04","49.2","60.8","37.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2012-05","65.2","77.4","52.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2012-06","71.4","83.8","59.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2012-07","78.9","91.3","66.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","2012-08","72.1","83.7","60.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","2012-09","63.9","75.3","52.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","2012-10","51.7","61.1","42.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2012-11","39.6","48.1","31.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2012-12","34.8","40.8","28.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2013-01","28.7","36.3","21.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2013-02","26.1","32.5","19.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2013-03","33.3","40.9","25.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2013-04","46.0","56.4","35.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2013-05","63.1","75.3","50.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2013-06","68.5","78.1","59.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2013-07","72.9","81.9","63.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2013-08","70.2","80.2","60.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2013-09","64.7","75.2","54.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2013-10","53.2","62.4","44.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2013-11","37.6","44.9","30.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2013-12","26.7","32.5","20.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2014-01","17.0","24.7","9.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2014-02","19.4","27.1","11.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2014-03","29.0","38.7","19.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2014-04","48.9","60.5","37.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2014-05","60.7","71.5","49.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2014-06","69.7","79.7","59.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2014-07","68.8","78.9","58.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2014-08","70.8","80.8","60.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2014-09","63.2","74.0","52.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","2014-10","52.1","61.1","43.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2014-11","35.4","42.1","28.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2014-12","33.3","39.0","27.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2015-01","21.4","28.1","14.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2015-02","14.4","23.8","5.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2015-03","34.9","44.9","25.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2015-04","49.0","60.2","37.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2015-05","64.2","75.3","53.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2015-06","68.0","77.5","58.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2015-07","71.2","81.7","60.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2015-08","70.2","80.2","60.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2015-09","68.7","79.6","57.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2015-10","53.9","63.6","44.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2015-11","45.7","54.7","36.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2015-12","39.9","45.7","34.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2016-01","26.7","33.6","19.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2016-02","31.3","39.1","23.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2016-03","43.2","53.1","33.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2016-04","46.9","58.1","35.7"
"USC00200230","ANN ARBOR U OF MICH, MI US","2016-05","60.2","71.3","49.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2016-06","70.5","82.7","58.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2016-07","75.3","86.5","64.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2016-08","75.5","85.5","65.5"
"USC00200230","ANN ARBOR U OF MICH, MI US","2016-09","68.0","77.7","58.4"
"USC00200230","ANN ARBOR U OF MICH, MI US","2016-10","56.3","66.3","46.3"
"USC00200230","ANN ARBOR U OF MICH, MI US","2016-11","46.2","55.6","36.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2016-12","28.3","33.7","22.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2017-01","30.4","36.2","24.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2017-02","37.5","47.1","27.9"
"USC00200230","ANN ARBOR U OF MICH, MI US","2017-03","36.8","45.4","28.2"
"USC00200230","ANN ARBOR U OF MICH, MI US","2017-04","54.1","64.5","43.8"
"USC00200230","ANN ARBOR U OF MICH, MI US","2017-05","58.7","69.3","48.1"
"USC00200230","ANN ARBOR U OF MICH, MI US","2017-06","70.6","82.1","59.0"
"USC00200230","ANN ARBOR U OF MICH, MI US","2017-07","72.8","84.0","61.6"
"USC00200230","ANN ARBOR U OF MICH, MI US","2017-08","68.0","80.2","55.8"
